Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
A,-0.34,0.08,1.18,39.43,-46.63,4.64
A,-0.29,0.15,1.28,22.34,2.14,-6.71
A,-0.13,0.3,1.17,23.62,21.61,-9.95
A,-0.17,0.33,1.37,65.37,25.94,-22.22
A,-0.11,0.17,1.29,71.41,70.56,-26.92
A,-0.2,0.1,1.25,117.98,56.46,-33.63
A,-0.36,0.19,1.03,60.06,68.48,-13.43
A,-0.24,-0.06,0.49,8.06,116.52,-7.69
A,-0.18,0.08,0.07,2.87,89.54,7.57
A,-0.34,0.03,0.31,-100.83,-58.23,17.82
A,-0.4,0.06,0.58,-105.41,-158.69,39.98
A,-0.49,0.24,0.89,-135.99,-161.25,60.55
A,-0.34,0.17,0.55,-150.45,-67.32,16.66
A,-0.25,-0.01,0.8,-85.82,-130.55,72.45
A,-0.23,0.08,1.16,-99.85,-86.36,90.76
A,-0.43,0.39,1.46,-170.1,-45.29,85.27
A,-0.16,0.29,1.21,-154.6,0.67,26.98
A,-0.1,-0.41,0.68,-73.97,-13.55,11.84
A,-0.24,0.08,1.27,-61.89,-23.5,76.23
A,-0.21,0.32,0.88,-37.84,11.6,31.01
A,-0.09,-0.66,0.75,-132.69,-6.16,27.77
A,-0.1,-0.02,1.12,-73.73,-40.65,100.52
A,-0.17,0.15,1,-86.61,-18.31,18.92
A,-0.3,-0.77,0.69,-29.24,-11.11,-57.37
A,-0.08,-0.45,0.71,186.46,-27.1,-31.43
A,0.18,-0.31,0.61,175.17,-35.64,-39.18
A,0.26,-0.16,1.16,78.67,-61.52,-5.8
A,0.01,-0.28,0.94,108.09,-42.97,4.76
A,0,-0.09,0.99,170.41,-44.68,10.93
A,0.1,-0.17,0.77,112.79,-62.5,31.8
A,0.11,0.07,0.87,79.28,-87.22,56.7
A,0.16,0.32,1.04,23.5,-41.2,46.33
A,0.17,0.02,1.14,-17.46,-47.73,40.22
A,0.2,0.04,0.48,-27.95,-18.49,49.07
A,0.09,0.14,0.9,-31.01,-58.41,46.33
A,0.09,0.19,0.96,-47.97,-79.65,49.32
A,0.13,0.12,1.23,-78.19,-82.09,24.54
A,0.19,0.18,0.99,-49.07,-39.06,16.78
A,0.17,0.3,1.25,-17.33,-37.41,7.93
A,0.26,0.06,1.43,-6.23,-21.73,-16.11
A,0.26,0.08,1.33,-14.77,-0.73,-17.82
A,0.26,0.17,1.41,13.24,17.82,-28.44
A,0.22,0.26,1.51,44.68,61.1,-40.59
A,0.21,0.18,1.35,53.53,82.82,-49.07
A,0.23,0.05,1.05,23.56,69.27,-56.7
A,0.2,0,1.33,14.71,58.9,-50.11
A,0.22,0.01,1.28,31.43,87.16,-45.35
A,0.17,0.09,0.98,39.12,89.23,-39.86
A,0.14,-0.09,1.01,24.17,79.47,-47.79
A,0.09,0.13,0.97,29.24,84.11,-32.53
A,0.07,0.21,0.78,31.31,81.79,-37.11
A,0.18,-0.06,0.65,21.24,80.38,-65.61
A,0.03,0.11,0.62,22.77,64.21,-40.47
A,0.03,0.03,0.53,21.18,59.45,-40.59
A,0.01,0.07,0.29,26.55,54.63,-31.25
